Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level (1-10)
S1382,Ahmed,Moore,student382@univ.edu,Male,24,Engineering,61.22,45.55,43.3,82.07,79.17,22.2,96.14,61.405,D,9.8,Yes,Yes,None,High,2
S1383,Lisa,Thomas,student383@univ.edu,Male,25,Business,72.22,70.69,43.36,83.34,69.88,71.6,65.66,67.4217,D,12.8,Yes,No,Master's,Medium,5
S1384,William,Lee,student384@univ.edu,Male,21,Mathematics,81.91,64.94,66.55,58.19,86.4,89.8,83.72,74.9333,C,13.6,Yes,Yes,Bachelor's,Medium,8
S1385,Lisa,Taylor,student385@univ.edu,Male,24,CS,30.46,78.33,56.4,58.74,73.11,56.8,94.89,69.7117,D,7.6,No,No,None,Low,5
S1386,Rayan,Thompson,student386@univ.edu,Female,25,Mathematics,45.72,87.47,49.24,65.01,82.03,63.7,47.45,65.8167,D,20.6,No,No,Bachelor's,Medium,4
S1387,Maria,Smith,student387@univ.edu,Female,25,CS,71.92,61.71,68.83,71.8,62.9,68.6,98.46,72.05,C,24.9,No,Yes,Master's,Low,10
S1388,Liam,Johnson,student388@univ.edu,Female,25,Engineering,55.02,43.17,61.67,81.81,97.76,4.9,57.5,57.8017,F,19.9,Yes,Yes,Bachelor's,Low,10
S1389,Karim,Jones,student389@univ.edu,Female,23,Business,49.0,81.88,61.75,76.72,67.58,14.4,48.22,58.425,F,9.9,No,No,Master's,Low,2
S1390,Omar,Johnson,student390@univ.edu,Male,21,CS,59.21,94.96,46.99,56.56,50.87,34.8,81.46,60.94,D,5.9,No,No,Bachelor's,High,5
S1391,Maria,Smith,student391@univ.edu,Male,20,Engineering,78.16,58.45,52.59,99.06,71.24,76.3,46.7,67.39,D,2.5,No,No,High School,Low,2
S1392,Liam,Martin,student392@univ.edu,Male,25,CS,93.6,42.6,58.1,50.51,54.83,12.4,76.11,49.0917,F,18.5,Yes,Yes,Master's,Low,2
S1393,Sara,Wilson,student393@univ.edu,Female,23,Engineering,89.86,86.85,76.78,75.25,53.42,82.0,85.79,76.6817,C,16.8,Yes,No,Bachelor's,High,1
S1394,Amira,Smith,student394@univ.edu,Male,25,Business,78.87,51.11,80.41,55.37,91.74,98.1,65.45,73.6967,C,16.4,No,Yes,Master's,Low,8
S1395,Ahmed,Martin,student395@univ.edu,Male,25,Business,79.33,73.43,42.44,66.41,55.79,28.4,76.02,57.0817,F,10.7,No,Yes,None,Medium,7
S1396,Omar,Brown,student396@univ.edu,Female,23,Engineering,30.9,80.45,80.33,69.82,76.13,67.7,47.15,70.2633,C,13.1,Yes,Yes,High School,Medium,4
S1397,Sarah,Garcia,student397@univ.edu,Female,19,Engineering,88.67,83.51,56.71,85.67,79.1,27.3,87.37,69.9433,D,20.0,No,No,None,High,10
S1398,Michael,Harris,student398@univ.edu,Female,20,Mathematics,37.56,55.04,69.84,81.42,56.73,10.0,43.17,52.7,F,3.9,Yes,Yes,None,High,6
S1399,Sara,Moore,student399@univ.edu,Male,19,Mathematics,85.49,52.12,79.73,74.51,63.08,34.4,91.58,65.9033,D,17.3,Yes,No,High School,Medium,8
S1400,Sarah,Thomas,student400@univ.edu,Female,25,CS,32.3,73.4,91.62,65.15,85.3,49.1,48.07,68.7733,D,22.0,No,Yes,None,High,9
S1401,Yusuf,Lee,student401@univ.edu,Female,25,Engineering,65.47,63.48,69.68,98.54,80.85,35.3,98.67,74.42,C,11.0,Yes,Yes,Bachelor's,Medium,6
S1402,Layla,Thompson,student402@univ.edu,Male,23,Mathematics,36.81,60.71,61.44,67.56,83.06,24.8,78.88,62.7417,D,18.6,Yes,No,High School,Medium,3
S1403,Maria,Lee,student403@univ.edu,Female,18,Mathematics,76.04,65.35,70.89,71.06,51.02,47.0,41.33,57.775,F,10.9,No,No,High School,Medium,2
S1404,Noor,Garcia,student404@univ.edu,Female,25,Business,41.66,57.97,98.17,60.09,81.77,97.4,44.52,73.32,C,25.8,Yes,No,Master's,Low,5
S1405,Fatima,Thomas,student405@univ.edu,Male,19,CS,71.43,56.4,73.99,76.55,71.36,34.7,44.6,59.6,F,25.1,No,No,Master's,Low,7
S1406,Michael,Wilson,student406@univ.edu,Female,20,CS,73.95,70.97,51.19,74.96,83.04,82.4,96.29,76.475,C,9.5,No,Yes,Bachelor's,Medium,8
S1407,Sara,Miller,student407@univ.edu,Male,22,Mathematics,58.72,91.61,94.67,81.7,92.3,26.7,57.22,74.0333,C,6.5,Yes,No,Bachelor's,Low,3
S1408,Omar,Williams,student408@univ.edu,Male,22,Mathematics,63.98,99.48,65.32,95.28,60.1,27.3,41.75,64.8717,D,24.1,No,Yes,High School,High,8
S1409,Layla,Williams,student409@univ.edu,Male,19,Business,72.11,92.03,94.03,70.35,68.17,65.7,45.42,72.6167,C,28.4,Yes,Yes,High School,High,9
S1410,Ahmed,Martin,student410@univ.edu,Female,25,CS,46.67,47.34,88.4,66.46,79.22,39.0,84.9,67.5533,D,8.6,No,Yes,Bachelor's,Low,3
S1411,Omar,Wilson,student411@univ.edu,Female,24,Business,90.4,43.36,72.01,84.98,55.65,54.6,68.49,63.1817,D,8.9,No,Yes,Master's,Medium,6
S1412,Rayan,Moore,student412@univ.edu,Male,18,CS,78.35,87.33,54.38,77.64,65.46,95.8,61.77,73.73,C,24.7,Yes,Yes,None,Medium,1
S1413,Michael,Wilson,student413@univ.edu,Female,19,Engineering,50.82,91.57,49.61,71.94,65.86,81.2,78.67,73.1417,C,24.1,No,Yes,None,Medium,7
S1414,Rayan,Taylor,student414@univ.edu,Female,19,Engineering,78.89,70.38,61.11,80.11,90.67,73.8,67.2,73.8783,C,2.8,Yes,Yes,None,High,3
S1415,Maria,Thomas,student415@univ.edu,Male,22,Business,70.31,46.65,54.98,85.68,88.38,64.9,47.81,64.7333,D,18.6,No,No,None,Medium,3
S1416,James,Jones,student416@univ.edu,Female,22,Engineering,35.91,62.06,63.61,68.87,91.73,57.0,41.24,64.085,D,2.6,Yes,Yes,None,Low,5
S1417,Noor,Jones,student417@univ.edu,Male,24,Mathematics,72.03,48.96,97.48,58.51,78.36,1.4,71.55,59.3767,F,23.7,No,No,High School,Low,4
S1418,Omar,Wilson,student418@univ.edu,Female,25,Mathematics,39.11,91.38,76.0,99.76,64.15,67.7,65.1,77.3483,C,13.4,Yes,Yes,Master's,Medium,4
S1419,Hassan,White,student419@univ.edu,Male,23,Mathematics,36.0,68.13,92.29,98.72,69.88,21.2,63.01,68.8717,D,13.9,No,Yes,High School,High,1
S1420,Liam,Taylor,student420@univ.edu,Male,25,Business,99.77,96.36,98.03,79.91,87.41,4.6,55.22,70.255,C,19.4,No,No,Master's,Low,9
S1421,Liam,Thompson,student421@univ.edu,Male,22,Engineering,65.26,95.82,92.67,56.6,65.87,53.0,48.51,68.745,D,5.3,Yes,Yes,None,Medium,6
S1422,Robert,Moore,student422@univ.edu,Female,22,Business,60.5,49.9,84.21,74.56,97.5,55.6,95.37,76.19,C,19.8,No,Yes,Bachelor's,Low,1
S1423,John,Jones,student423@univ.edu,Male,25,Business,41.45,68.03,46.96,94.76,74.75,44.2,99.33,71.3383,C,17.7,No,No,High School,High,3
S1424,Ahmed,Anderson,student424@univ.edu,Male,21,Business,42.65,50.1,70.52,63.64,94.54,58.6,75.01,68.735,D,29.2,Yes,No,High School,Low,8
S1425,Yusuf,Smith,student425@univ.edu,Female,18,Business,77.69,80.84,63.65,79.52,97.56,83.7,49.23,75.75,C,4.3,No,No,Master's,High,1
S1426,Sarah,Davis,student426@univ.edu,Female,23,Engineering,44.8,42.92,78.62,66.16,52.78,7.1,97.11,57.4483,F,12.7,No,No,Bachelor's,Low,7
S1427,Emma,Williams,student427@univ.edu,Male,20,Mathematics,84.56,57.1,85.15,82.7,56.03,49.1,65.94,66.0033,D,24.6,No,Yes,Master's,High,2
S1428,Rayan,Anderson,student428@univ.edu,Male,25,Mathematics,91.98,68.59,73.78,71.15,87.82,81.1,76.83,76.545,C,14.2,No,Yes,High School,High,6
S1429,William,Miller,student429@univ.edu,Male,25,CS,50.35,66.24,94.43,73.88,57.43,12.8,94.17,66.4917,D,25.6,No,No,High School,High,2
S1430,Liam,Martin,student430@univ.edu,Male,24,Mathematics,36.61,79.65,74.11,62.67,62.74,8.2,70.21,59.5967,F,5.2,No,Yes,Bachelor's,Medium,1
S1431,Emma,Jackson,student431@univ.edu,Female,23,Mathematics,83.01,67.0,88.47,67.07,95.91,81.0,52.66,75.3517,C,4.2,No,Yes,None,High,1
S1432,Maria,Thomas,student432@univ.edu,Male,18,Engineering,75.91,67.61,64.31,82.89,87.21,72.6,58.17,72.1317,C,24.8,No,No,Master's,Low,3
S1433,Sara,Williams,student433@univ.edu,Male,19,CS,78.72,51.29,41.61,74.06,57.26,24.2,90.53,56.4917,F,26.0,Yes,Yes,Master's,Medium,3
S1434,Emily,Jackson,student434@univ.edu,Male,19,Engineering,93.17,84.33,66.72,74.25,50.98,45.0,54.56,62.64,D,10.3,No,Yes,Master's,Low,2
S1435,Zeina,Jackson,student435@univ.edu,Female,25,Business,32.59,63.98,70.8,86.23,96.76,90.5,92.06,83.3883,B,8.5,Yes,Yes,None,High,6
S1436,Jennifer,Brown,student436@univ.edu,Female,24,Mathematics,38.19,77.36,78.77,72.42,71.81,16.1,83.57,66.6717,D,15.1,No,Yes,Bachelor's,High,6
S1437,Hassan,White,student437@univ.edu,Male,22,Mathematics,97.19,89.98,80.39,86.73,89.8,80.0,90.67,86.2617,B,19.4,No,Yes,None,Low,3
S1438,Omar,Jones,student438@univ.edu,Female,19,Mathematics,96.01,69.62,54.08,77.84,99.96,35.9,55.65,65.5083,D,21.0,Yes,Yes,High School,Medium,7
S1439,Ahmed,Clark,student439@univ.edu,Male,19,Engineering,64.05,99.62,87.09,88.47,88.5,55.7,93.78,85.5267,B,25.9,Yes,Yes,None,Medium,2
S1440,Ahmed,Clark,student440@univ.edu,Male,18,CS,41.69,47.08,52.32,68.08,86.42,70.8,85.72,68.4033,D,16.0,Yes,Yes,Master's,Medium,3
S1441,Ahmed,Garcia,student441@univ.edu,Female,24,CS,47.17,88.55,60.48,75.25,54.26,37.2,85.29,66.8383,D,12.1,Yes,Yes,None,Low,3
S1442,Layla,Jackson,student442@univ.edu,Female,24,Mathematics,96.63,70.97,80.93,97.19,72.13,77.0,83.06,80.2133,B,16.5,Yes,Yes,Master's,Medium,7
S1443,Karim,Jones,student443@univ.edu,Female,18,Mathematics,83.14,79.61,78.49,95.13,52.89,63.2,82.8,75.3533,C,20.5,No,No,None,High,9
S1444,David,Taylor,student444@univ.edu,Female,18,Business,93.01,76.62,48.81,70.2,82.19,88.8,77.46,74.0133,C,19.3,No,No,None,Low,5
S1445,Emma,Davis,student445@univ.edu,Female,24,Engineering,66.43,72.45,52.82,75.58,65.61,34.1,78.14,63.1167,D,2.7,No,Yes,Master's,High,7
S1446,Lisa,Smith,student446@univ.edu,Male,23,Business,73.89,61.27,42.86,82.55,56.24,29.8,84.21,59.4883,F,14.7,Yes,Yes,Master's,Medium,5
S1447,Yusuf,Thompson,student447@univ.edu,Male,24,Engineering,37.37,70.99,51.55,88.93,72.72,14.7,65.54,60.7383,D,13.5,Yes,Yes,None,Low,8
S1448,Omar,White,student448@univ.edu,Male,23,Mathematics,71.18,71.14,63.69,63.18,74.94,42.3,66.4,63.6083,D,28.1,No,No,Bachelor's,Low,9
S1449,Sara,Harris,student449@univ.edu,Female,20,CS,78.61,67.33,41.96,57.84,77.95,92.2,47.13,64.0683,D,25.9,Yes,Yes,Master's,High,5
S1450,Liam,Martin,student450@univ.edu,Male,19,Business,51.34,62.47,57.64,51.4,57.14,78.4,65.31,62.06,D,28.2,No,No,Bachelor's,Low,8
S1451,Maria,Smith,student451@univ.edu,Female,19,CS,59.23,74.38,73.95,95.01,89.07,47.5,83.2,77.185,C,19.0,Yes,No,None,High,8
S1452,Sara,Taylor,student452@univ.edu,Male,24,Mathematics,46.3,63.72,72.46,97.9,94.5,73.6,78.75,80.155,B,26.2,Yes,No,High School,High,9
S1453,Emma,Garcia,student453@univ.edu,Male,21,Mathematics,65.18,41.12,79.5,76.59,98.12,27.5,52.35,62.53,D,25.2,No,Yes,Master's,Medium,10
S1454,Liam,Harris,student454@univ.edu,Male,23,Mathematics,42.64,41.44,71.67,69.1,54.55,98.0,72.51,67.8783,D,10.0,Yes,No,High School,Low,5
S1455,Robert,Jones,student455@univ.edu,Male,23,Engineering,31.9,43.51,63.4,66.0,70.64,32.4,62.53,56.4133,F,25.2,Yes,Yes,Bachelor's,Low,10
S1456,Fatima,Miller,student456@univ.edu,Female,24,CS,48.85,59.1,73.19,53.27,51.45,63.4,94.82,65.8717,D,2.5,Yes,Yes,Bachelor's,Medium,10
S1457,Robert,White,student457@univ.edu,Male,21,Engineering,56.13,99.12,86.92,76.88,71.19,91.1,67.1,82.0517,B,2.0,No,No,Bachelor's,Low,1
S1458,Emily,Wilson,student458@univ.edu,Female,24,Business,88.97,52.77,90.44,64.07,58.07,53.4,44.2,60.4917,D,4.5,Yes,Yes,Master's,Medium,4
S1459,Hassan,Martin,student459@univ.edu,Female,23,Business,98.57,82.47,56.38,83.11,66.08,21.1,97.54,67.78,D,11.2,Yes,Yes,None,Low,1
S1460,Yusuf,Jones,student460@univ.edu,Female,25,Mathematics,67.67,87.24,78.95,53.88,51.55,83.2,80.3,72.52,C,20.8,No,No,Master's,Medium,3
S1461,Rayan,Williams,student461@univ.edu,Male,25,Business,95.54,66.67,53.29,50.99,64.06,92.1,61.47,64.7633,D,4.5,No,Yes,Bachelor's,Medium,6
S1462,Liam,Wilson,student462@univ.edu,Female,21,CS,43.73,89.27,63.77,93.5,78.46,49.4,73.11,74.585,C,20.5,Yes,Yes,Bachelor's,High,2
S1463,Sara,Wilson,student463@univ.edu,Male,22,Engineering,89.34,41.39,98.19,83.89,80.72,68.1,92.99,77.5467,C,2.1,No,Yes,Master's,Medium,7
S1464,James,Smith,student464@univ.edu,Female,25,Business,66.21,42.61,83.27,52.35,95.92,53.2,58.97,64.3867,D,13.0,No,Yes,High School,High,4
S1465,Noor,Jackson,student465@univ.edu,Male,21,Engineering,41.51,58.65,77.56,54.84,74.0,80.8,75.55,70.2333,C,19.5,No,No,Bachelor's,Low,8
S1466,John,Taylor,student466@univ.edu,Male,23,Engineering,96.05,86.54,77.17,88.2,81.27,57.9,45.13,72.7017,C,3.7,Yes,No,Master's,High,2
S1467,Layla,Johnson,student467@univ.edu,Male,25,CS,51.1,77.57,43.95,83.88,77.96,29.5,62.89,62.625,D,4.7,No,Yes,High School,Medium,7
S1468,William,Jackson,student468@univ.edu,Male,23,CS,61.79,59.69,51.55,55.13,79.76,6.8,87.36,56.715,F,7.4,Yes,No,Master's,Medium,8
S1469,Amira,Clark,student469@univ.edu,Female,20,Engineering,39.64,42.64,47.66,79.23,75.66,65.2,61.46,61.975,D,18.3,Yes,Yes,None,Medium,10
S1470,Sarah,Moore,student470@univ.edu,Female,18,Engineering,34.01,70.43,90.11,92.94,71.1,19.5,52.02,66.0167,D,27.4,Yes,No,Bachelor's,High,8
S1471,Noor,White,student471@univ.edu,Female,23,Business,59.31,49.74,67.26,89.46,52.11,21.9,40.22,53.4483,F,8.2,Yes,No,Bachelor's,Low,8
S1472,Amira,Taylor,student472@univ.edu,Female,21,Mathematics,42.9,99.39,61.77,53.69,51.5,11.5,57.43,55.88,F,7.4,No,Yes,High School,Low,4
S1473,David,Jones,student473@univ.edu,Male,22,Engineering,53.79,73.27,50.71,51.07,92.14,91.1,41.26,66.5917,D,21.0,No,Yes,Master's,Low,5
S1474,William,Miller,student474@univ.edu,Female,23,Engineering,95.88,98.63,99.86,94.08,93.92,6.5,48.67,73.61,C,27.9,Yes,Yes,None,High,6
S1475,Sarah,Clark,student475@univ.edu,Female,21,CS,83.42,75.24,91.27,64.71,57.43,24.7,77.77,65.1867,D,9.8,Yes,No,Bachelor's,High,2
S1476,Layla,Harris,student476@univ.edu,Male,20,Mathematics,82.59,78.7,70.55,74.93,73.21,32.2,62.43,65.3367,D,21.4,No,No,Master's,High,7
S1477,Zeina,Thompson,student477@univ.edu,Male,21,Engineering,92.64,67.12,54.06,60.93,71.25,37.7,49.43,56.7483,F,25.6,No,Yes,Bachelor's,Low,5
S1478,William,Martin,student478@univ.edu,Female,21,CS,62.57,77.27,65.57,73.38,70.45,80.5,59.02,71.0317,C,12.7,Yes,No,Bachelor's,Medium,2
S1479,Jessica,Brown,student479@univ.edu,Female,19,Business,94.86,45.9,44.28,51.91,60.02,19.7,59.75,46.9267,F,10.5,No,Yes,Bachelor's,High,9
S1480,James,Williams,student480@univ.edu,Female,22,Business,84.82,64.23,64.35,79.0,82.77,47.2,70.76,68.0517,D,23.3,Yes,No,Bachelor's,Low,4
S1481,Emily,Miller,student481@univ.edu,Female,25,Business,85.43,58.78,51.27,88.51,84.9,21.0,67.0,61.91,D,17.6,No,Yes,Bachelor's,Medium,1
S1482,Emily,Anderson,student482@univ.edu,Female,21,Mathematics,59.8,85.16,85.77,84.53,64.98,58.7,74.05,75.5317,C,2.9,Yes,Yes,Master's,High,10
S1483,Hassan,Thompson,student483@univ.edu,Female,24,Engineering,96.41,43.82,63.19,73.74,66.44,96.2,78.34,70.2883,C,10.5,Yes,Yes,Bachelor's,Low,10
S1484,Emily,Williams,student484@univ.edu,Male,21,CS,93.79,63.15,52.35,64.56,76.22,45.5,62.12,60.65,D,2.3,No,No,None,Low,2
S1485,Sara,Lee,student485@univ.edu,Female,25,CS,57.23,94.22,52.39,93.52,65.49,81.8,79.89,77.885,C,6.4,No,Yes,None,Medium,4
S1486,Maria,Johnson,student486@univ.edu,Female,19,Mathematics,72.34,54.81,59.73,78.46,74.55,46.3,42.35,59.3667,F,4.6,No,No,Master's,Medium,10
S1487,Rayan,Jones,student487@univ.edu,Female,21,Engineering,93.0,83.99,67.47,95.54,59.17,56.9,63.61,71.1133,C,28.5,Yes,Yes,Master's,High,9
S1488,David,Brown,student488@univ.edu,Male,25,Mathematics,99.47,73.17,99.72,53.83,55.26,76.7,59.56,69.7067,D,14.6,No,Yes,High School,Medium,1
S1489,Emma,White,student489@univ.edu,Female,23,Mathematics,89.9,63.8,40.64,55.73,95.86,32.7,84.92,62.275,D,15.6,Yes,Yes,Bachelor's,High,8
S1490,Sara,Harris,student490@univ.edu,Female,20,Engineering,88.69,76.42,50.63,56.21,87.07,16.8,80.28,61.235,D,2.3,No,Yes,None,Medium,3
S1491,Omar,Davis,student491@univ.edu,Male,25,CS,88.56,88.69,78.46,85.82,94.85,39.1,58.5,74.2367,C,3.5,Yes,Yes,None,Low,4
S1492,Jessica,Miller,student492@univ.edu,Male,19,CS,59.52,99.36,60.23,59.61,83.45,22.1,92.94,69.615,D,24.3,Yes,Yes,High School,Medium,9
S1493,Ahmed,Taylor,student493@univ.edu,Female,21,Engineering,95.4,63.7,65.67,61.62,55.29,32.3,40.9,53.2467,F,20.3,Yes,No,Bachelor's,Medium,4
S1494,Emma,Wilson,student494@univ.edu,Female,18,CS,91.98,64.67,86.05,74.98,99.52,71.3,87.48,80.6667,B,27.8,Yes,No,High School,High,6
S1495,Zeina,Thomas,student495@univ.edu,Male,23,Engineering,74.47,93.04,59.08,92.58,74.11,33.5,76.51,71.47,C,18.4,No,Yes,High School,Low,1
S1496,Hassan,Smith,student496@univ.edu,Female,21,Mathematics,83.01,77.19,43.6,68.73,64.83,15.2,52.26,53.635,F,3.1,No,No,Bachelor's,Medium,6
S1497,Zeina,Davis,student497@univ.edu,Female,22,CS,46.03,83.97,60.56,60.29,52.7,91.8,99.3,74.77,C,24.4,Yes,No,Master's,Low,8
S1498,Zeina,Williams,student498@univ.edu,Male,25,CS,96.76,43.13,99.52,96.91,56.28,17.4,72.93,64.3617,D,24.3,Yes,Yes,High School,Medium,8
S1499,David,Jones,student499@univ.edu,Male,21,Mathematics,42.35,54.94,57.12,72.41,81.78,27.2,86.88,63.3883,D,4.2,No,No,None,Low,8
S1500,William,Jackson,student500@univ.edu,Female,20,Mathematics,31.39,62.89,91.24,87.94,96.08,59.5,49.17,74.47,C,22.3,No,No,None,Medium,8
S1501,David,Thomas,student501@univ.edu,Female,19,Business,39.57,68.16,49.28,59.48,50.64,50.1,83.52,60.1967,D,15.8,No,No,Master's,Medium,8
S1502,David,Thompson,student502@univ.edu,Male,24,CS,99.47,47.47,95.93,58.12,88.15,95.7,86.28,78.6083,C,23.0,No,No,Master's,High,1
S1503,Zeina,Thomas,student503@univ.edu,Female,21,Engineering,63.44,95.29,61.68,85.33,51.41,66.6,48.87,68.1967,D,19.0,Yes,No,Bachelor's,High,10
S1504,Yusuf,Jones,student504@univ.edu,Male,19,CS,75.11,95.01,63.86,79.31,95.05,51.9,51.33,72.7433,C,13.8,No,No,Master's,High,9
S1505,Yusuf,Thomas,student505@univ.edu,Female,24,CS,37.65,74.36,87.85,90.71,63.45,21.0,84.9,70.3783,C,21.6,Yes,Yes,None,Low,2
S1506,Emma,Jackson,student506@univ.edu,Female,22,Mathematics,41.94,62.48,82.24,59.9,59.1,94.8,67.04,70.9267,C,24.8,Yes,Yes,High School,High,3
S1507,Layla,Garcia,student507@univ.edu,Female,24,Mathematics,73.88,77.47,92.1,58.31,64.66,37.8,56.61,64.4917,D,11.6,Yes,No,None,High,2
S1508,Maria,Davis,student508@univ.edu,Female,18,CS,36.78,71.34,40.44,80.15,99.34,76.1,95.93,77.2167,C,15.3,No,No,Master's,Medium,6
S1509,Sarah,Miller,student509@univ.edu,Female,24,Mathematics,72.76,98.52,92.38,90.31,50.15,87.1,64.11,80.4283,B,25.4,Yes,Yes,High School,High,5
S1510,Noor,Miller,student510@univ.edu,Female,25,Mathematics,66.04,79.61,40.19,81.9,97.1,32.2,78.03,68.1717,D,26.5,No,No,Bachelor's,High,8
S1511,Michael,Clark,student511@univ.edu,Male,23,Mathematics,95.74,96.49,68.57,82.92,84.97,10.0,63.09,67.6733,D,19.0,Yes,Yes,Bachelor's,Medium,2
S1512,David,Lee,student512@univ.edu,Female,20,Mathematics,96.85,68.93,72.44,62.17,58.52,94.4,81.99,73.075,C,5.0,Yes,Yes,Master's,Medium,5
S1513,John,Wilson,student513@univ.edu,Female,19,Engineering,94.59,78.01,69.52,89.78,66.64,22.4,74.56,66.8183,D,27.9,Yes,No,None,High,7
S1514,Zeina,Lee,student514@univ.edu,Female,21,Engineering,48.14,57.46,46.68,67.01,79.61,18.8,96.52,61.0133,D,18.0,Yes,No,None,High,1
S1515,David,Davis,student515@univ.edu,Male,24,Mathematics,52.38,61.9,80.76,89.83,75.99,60.2,53.33,70.335,C,13.1,No,No,Bachelor's,Medium,4
S1516,Emily,White,student516@univ.edu,Male,22,Engineering,82.29,90.95,89.67,51.72,66.01,50.2,81.32,71.645,C,9.7,No,Yes,None,Medium,7
S1517,Liam,Taylor,student517@univ.edu,Male,21,Engineering,79.03,43.15,91.93,58.95,74.38,39.2,99.06,67.7783,D,20.5,Yes,Yes,None,Medium,7
S1518,Yusuf,Harris,student518@univ.edu,Female,24,Mathematics,35.03,83.61,56.94,96.15,85.06,54.8,45.84,70.4,C,11.1,Yes,No,None,High,3
S1519,Fatima,Johnson,student519@univ.edu,Female,25,Business,92.81,52.59,88.26,59.78,82.56,36.2,91.37,68.46,D,4.9,Yes,No,None,High,3
S1520,Liam,Smith,student520@univ.edu,Female,25,Engineering,96.15,47.04,70.93,66.92,71.69,14.9,83.35,59.1383,F,8.9,Yes,Yes,None,Medium,5
S1521,Noor,Clark,student521@univ.edu,Male,24,CS,84.44,91.89,79.02,63.76,82.66,36.7,47.2,66.8717,D,4.3,No,Yes,High School,High,10
S1522,Fatima,Harris,student522@univ.edu,Female,19,Engineering,56.88,100.0,82.16,64.92,56.26,32.5,82.83,69.7783,D,26.1,Yes,No,High School,Medium,9
S1523,Rayan,Lee,student523@univ.edu,Female,19,CS,82.75,52.45,79.51,55.87,93.1,69.5,40.32,65.125,D,14.5,No,Yes,High School,Low,10
S1524,Omar,Jones,student524@univ.edu,Male,22,CS,35.92,47.48,57.91,98.31,58.58,97.7,79.49,73.245,C,9.0,Yes,No,None,Low,10
S1525,Emily,Taylor,student525@univ.edu,Female,21,CS,76.38,42.68,42.2,57.08,92.8,21.5,48.05,50.7183,F,17.5,No,No,Bachelor's,High,10
S1526,Robert,Brown,student526@univ.edu,Female,22,Mathematics,75.48,49.8,67.36,97.24,83.83,94.0,48.59,73.47,C,7.7,No,Yes,Master's,High,9
S1527,Hassan,Jones,student527@univ.edu,Female,20,Business,99.47,66.02,41.55,80.18,53.88,12.5,46.6,50.1217,F,17.4,Yes,No,High School,Medium,6
S1528,Karim,Wilson,student528@univ.edu,Male,21,Business,30.69,62.63,98.13,68.93,55.25,92.6,50.54,71.3467,C,22.4,No,No,High School,High,6
S1529,Noor,Thompson,student529@univ.edu,Female,22,CS,92.76,50.24,96.79,69.48,67.26,74.1,98.08,75.9917,C,16.9,No,No,Bachelor's,Medium,1
S1530,Yusuf,Martin,student530@univ.edu,Male,20,Engineering,56.52,84.13,43.17,86.27,98.72,70.8,54.95,73.0067,C,19.0,No,Yes,None,Medium,8
S1531,Lisa,Moore,student531@univ.edu,Female,24,Engineering,51.36,91.48,96.85,70.33,65.64,9.0,44.77,63.0117,D,22.4,Yes,Yes,High School,Low,5
S1532,Jennifer,Harris,student532@univ.edu,Male,24,Engineering,63.58,70.9,99.88,94.4,84.89,40.5,76.98,77.925,C,27.5,Yes,No,Master's,Low,9
S1533,Yusuf,Clark,student533@univ.edu,Male,25,Engineering,77.22,92.92,71.41,61.25,53.76,83.9,70.82,72.3433,C,28.7,No,No,None,Low,6
S1534,Ahmed,Taylor,student534@univ.edu,Male,19,Business,50.94,57.61,52.78,86.9,78.44,21.7,58.29,59.2867,F,28.1,Yes,No,None,Low,6
S1535,Maria,Clark,student535@univ.edu,Female,23,Business,54.77,40.31,93.41,59.31,67.73,10.1,69.52,56.73,F,4.4,Yes,No,High School,Medium,1
S1536,Sara,Wilson,student536@univ.edu,Male,25,Mathematics,56.2,61.87,93.53,76.82,63.47,98.9,79.38,78.995,C,14.3,Yes,No,None,Low,6
S1537,Noor,Garcia,student537@univ.edu,Male,21,Business,32.82,63.67,84.64,95.05,58.02,19.9,68.76,65.0067,D,20.6,No,Yes,None,Medium,9
S1538,Emily,Johnson,student538@univ.edu,Female,24,Mathematics,39.2,97.46,87.56,56.31,67.21,1.4,81.07,65.1683,D,3.5,No,No,High School,Medium,8
S1539,David,Moore,student539@univ.edu,Female,19,Mathematics,47.34,49.15,70.67,62.47,88.34,86.4,99.66,76.115,C,8.9,No,Yes,None,High,2
S1540,Noor,Martin,student540@univ.edu,Male,21,Engineering,46.06,47.94,42.3,99.52,96.45,42.6,76.99,67.6333,D,4.5,Yes,No,None,High,5
S1541,Noor,Miller,student541@univ.edu,Male,23,Mathematics,63.54,70.59,78.63,65.21,63.46,28.1,61.06,61.175,D,13.7,No,Yes,Bachelor's,Low,1
S1542,Liam,Taylor,student542@univ.edu,Male,22,Mathematics,49.61,76.39,65.85,62.61,74.56,33.4,46.69,59.9167,F,20.7,Yes,No,Master's,High,6
S1543,Amira,Thompson,student543@univ.edu,Female,21,Business,44.7,63.04,93.23,56.52,87.13,12.0,75.19,64.5183,D,27.5,Yes,Yes,None,Low,2
S1544,Jennifer,Clark,student544@univ.edu,Female,22,Mathematics,99.28,52.12,83.25,52.19,59.59,55.0,55.15,59.55,F,26.6,No,No,None,High,2
